"","DatasetID","Latitude","Longitude","yr250 ","yr750 ","yr1250 ","yr1750 ","yr2250 ","yr2750 ","yr3250 ","yr3750 ","yr4250 ","yr4750 ","yr5250 ","yr5750 ","yr6250 ","yr6750 ","yr7250 ","yr7750 ","yr8250 ","yr8750 ","yr9250 ","yr9750 ","yr10250 ","yr10750 ","yr11250 ","yr11750 ","yr12250 ","yr12750 ","yr13250 ","yr13750 ","yr14250 ","yr14750 "
"1",7,47,-80.116667,8.6263444172954,5.19208021179519,4.45071868583162,3.59608877673912,1.9858088117048,4.00011981787683,1.86737214132917,1.76936837621653,2.38021154182411,1.75205953051141,1.45873141003364,1.44297337954306,1.0101455679149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",24,53.333333,-60.583333,0,0,0,0,58.852204913586,59.6736596736597,64.5669291338583,55.4317548746518,60.8517359327665,61.0815025459672,59.7263890931591,14.7371350568342,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",25,52.516667,-57.033333,72.0403022670025,0,0,0,0,0,73.7945492662474,0,0,64.1618497109827,0,0,49.1701244813278,11.6554054054054,0,27.8048780487805,0,5.94713656387665,11.8055555555556,0,0,2.3696682464455,0,1.96560196560197,0,1.65876777251185,0,0,6.72268907563025,0
"4",27,54.583333,-57.366667,0,0,0,0,37.7682403433476,0,28.1395348837209,0,38.1538461538462,0,30.5147058823529,0,6.35451505016722,0,7.94979079497908,0,6.2015503875969,0,7.46268656716418,7.69230769230769,0,0,0,0,0,0,0,0,0,0
"5",29,44.8036,-94.5579,0.416456101839274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",30,46.206111,-95.293611,0,0,0,0,0,0,0,2.28571428571429,1.08245181857702,0.404858299595142,1.11343451724165,1.59197958055943,2.5300869050869,0,4.48548812664908,7.32265446224256,1.1864406779661,2.98769771528998,3.59017236680049,29.0123456790123,45.8495602727954,47.3100551872549,39.3616901535275,0,0,0,0,0,0,0
"7",202,46.416667,-92.716667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4327007791917,49.9958526341534,0,0,0,0,0,0,0,0
"8",203,36.03015,-85.50132,0,0,0,0.142450142450142,0,0,0.253164556962025,0.115606936416185,0,0.0807754442649435,0.12970168612192,0.937207122774133,0,0.146305779078274,0.87260034904014,0,0,0.762388818297332,2.96896086369771,2.58751902587519,0,0,7.21649484536082,0,8.29145728643216,7.82829870557052,15.0895140664962,15.4613466334165,20.6522510251281,17.3027989821883
"9",204,45.725,-93.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16472545757072,1.32075471698113,8.1447963800905,35.6780032965245,44.5398462976229,37.8528438492918,0,0,0,0,0,0,0
"10",205,46.7,-85.040278,5.81527752401034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",208,47.481667,-70.684722,13.7161801945888,13.8483965014577,0,9.94694960212202,0,14.0522875816993,0,10.3710751665081,11.8544600938967,0,8.38971583220568,0,5.48387096774194,7.93768545994065,7.38007380073801,0,6.6579634464752,5.96707818930041,9.01657955358869,2.7195782206192,2.05371248025276,2.20356625638209,3.76084860173578,0,0,0,0,0,0,0
"12",217,45.543056,-73.311111,1.96715703044817,0.813122672838885,1.09905953331559,1.21102286658494,0.664983164983165,0.53475935828877,1.03157491595625,1.18523188503233,0.621668533282084,0.495922992231214,0.636908261485473,0.385718306103728,0.238877340655769,0.685942009392762,0.586080586080586,1.23711340206186,1.67785234899329,2.18959982018914,2.93501048218029,16.5029992260062,15.1556394365253,22.1917808219178,30.8449074074074,32.3809523809524,0,0,0,0,0,0
"13",219,45.38,-79.51,1.94455581648433,0.471698113207547,1.36691991530701,0.698761138882852,1.4218009478673,0.948995712028887,1.41847898303583,0.919554875976894,0.928089304257528,1.67464114832536,0,0.48780487804878,0.241545893719807,0,1.43566714295434,1.87797566566743,2.8436018957346,20.3621110757141,8.68362831858407,7.33974358974359,0,0,0,0,0,0,0,0,0,0
"14",221,47.123935,-95.397205,0.574023412568198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",232,44.3,-77.916667,1.78376153992951,1.3260108558842,0.78485137498013,1.52505446623094,0.67223099481164,0.342465753424658,0.121359223300971,0.714285714285714,0.833333333333333,0.494173705333642,0.635145635145635,0.453693761973936,0.602895075269976,0.767609905175993,0.4169454462377,0.535047130167491,1.00502496843291,1.08603187205807,2.18739001619273,18.0396535894191,11.5576235825277,0,0,0,0,0,0,0,0,0
"16",233,47.23,-79.78,8.63911072739046,8.33966820194071,4,4.08686129878716,4.05405405405405,2.69191919191919,1.35746606334842,1.77120801842945,2.5974025974026,0,0.707674335010784,1.82648401826484,0.952380952380952,0.852840287986732,3.29931645325888,4.07725321888412,11.0691190056269,5.3587741524036,15.8215150466966,39.7391241607679,10.5966507707663,0,0,0,0,0,0,0,0,0
"17",234,44.47,-70.05,7.37604518126297,4.52964032555602,1.81324284267037,1.7725239104039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",235,46.4,-78.916667,1.90913340601418,1.57271532507763,1.21506836497075,0.666085014991168,0.964427256213892,0.756990383259841,0.791637577765992,0.694318412076357,0.833255234569637,0.709606107061889,0.404958418037462,0.567672108898729,0.265086450060022,0.50553979201238,1.43784923323617,2.24224780521224,3.05625264502142,11.998246607559,17.9961089494163,20.443587270974,0,0,0,0,0,0,0,0,0,0
"19",237,41.143889,-81.328611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.948275862069,28.2408862350723,24.8756218905473,27.6866960534117,27.8571428571429,31.0502616526713,32.0126782884311,0,33.2191780821918,0
"20",238,46.128056,-93.703889,0.61038838612368,0.655307723963323,0.150214084640314,0.261002600941518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",242,47.18,-80.16,0,0,0,0,0,0,0,2.78045903045903,1.72960153414882,1.66810636658651,1.73732535815786,0.715600552231937,1.15101678434025,4.5685914552737,5.57429652789205,27.803738317757,36.9369369369369,56.4234184239734,46.6367713004484,10.5691056910569,9.16030534351145,0,0,0,0,0,0,0,0,0
"22",245,45.425,-93.183333,0.690315994860377,0.462179215882421,0.819672131147541,0,1.65876777251185,0.3125,1.89873417721519,0,1.64271047227926,1.30353817504655,0,0,0,0,0,0,0,1.37931034482759,0,8.05555555555556,88.9473684210526,0,0,0,0,0,0,0,0,0
"23",249,42.25,-77.916667,0.0495172072295123,0,0,0,0,0,0,0.429113715134511,0,0.121951219512195,0,0,0,0.170648464163823,0,0,0,0,0.203252032520325,0,0.945179584120983,1.85810810810811,14.5288652952887,23.826714801444,30.6732670949923,17.8616352201258,14.4825708061002,13.0287717381408,15.9817351598174,12.7409142635772
"24",252,54.047222,-76.120278,38.6970752824411,45.0106157112527,33.5555555555556,36.1064891846922,23.4119782214156,37.1496619213238,29.8469197494033,34.1172822058916,44.9777308954524,35.1769911504425,41.4754098360656,36.09375,0,17.080499840262,18.4400076088497,7.92580101180438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",254,42.5,-73.316667,2.49650217659575,2.0933499512794,2.24239304197036,0.167785234899329,0,0.392628205128205,0.162088806291408,0,0.0553709856035437,0.0843170320404722,0,0.588235294117647,0,0.121359223300971,0,0.489908198681467,0,2.06319181729018,12.6919959473151,41.2844036697248,47.2972972972973,0,51.025641025641,17.5,17.175572519084,14.018691588785,0,0,0,0
"26",266,47.559175,-94.970775,2.34340428221999,2.16606498194946,2.41116751269036,3.77643504531722,1.79856115107914,1.83206106870229,0.644727657439522,0.97442143727162,0,0,0,0.556792873051225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",268,39.766667,-78.55,0,0,0.436681222707424,0,0,0,0,0,0.491400491400491,0,0.862068965517241,0,0,0,0.147058823529412,0,1.15942028985507,4.34897019543049,6.84931506849315,0,5.21172638436482,0,8.82352941176471,0,0,0,0,0,0,0
"28",269,46.27058,-94.551555,0.452834121354085,0.414875229754564,0.581538476467377,0.196656833824975,0.324174914338849,0,0.647249190938511,0.723140495867769,0.556222832303821,0.632987111860351,0.405344202898551,0.485436893203883,0.17921146953405,0.233205354784976,0.413223140495868,0,0.69204152249135,0,0.219298245614035,0,0.354609929078014,0.933099674106868,9.14482081492391,0,0,0,0,0,0,0
"29",270,48.936111,-55.505556,31.8152543191589,32.5333333333333,29.0598290598291,17.3669467787115,22.1574344023324,0,28.9714215323971,14.4508670520231,33.1288343558282,18.925831202046,14.1370183963901,22.6579684382023,11.5808006816946,11.484593837535,7.78097982708934,0,28.1927710843373,10.1881479378883,10.9150170218131,0.723327305605787,3.87472230790203,2.5974025974026,0,0,0,0,0,0,0,0
"30",274,47.133333,-93.666667,1.23547362257806,1.22164200632926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",275,33.563333,-88.474444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232558139534884,0,0,0,0,0,0,0,0,0
"32",276,46.503333,-92.573333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57448157203658,26.819509460691,33.6958174923629,0,0,0,0,0,0,0,0
"33",281,43.083333,-89.866667,0.183823529411765,0,0,0.51413881748072,0.843881856540084,0,0,0,0,0,0.512820512820513,0,0,0,0.174520069808028,0.266666666666667,0.540540540540541,1.63896418889999,4.59079838521336,65.1603068570736,73.0630425477605,0,0,0,0,0,0,0,0,0
"34",289,34.323611,-84.868056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38983050847458,4.44964871194379,3.86044977671608,1.8348623853211,2.46153846153846
"35",290,46.633611,-92.614722,1.92996450128349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",292,47.1775,-95.162675,1.71500209082377,0.731707317073171,1.01431173562321,0.531914893617021,0.257153299916458,0.624518814594603,0.370124637438005,0.289122755251748,0.14461713854059,0.347222222222222,0,0,0,0.131578947368421,0,0.245134854210852,0.503778337531486,0,0,0.535042084337859,1.14678899082569,1.70212765957447,9.20096852300242,31.2146478230394,0,0,0,0,0,0
"37",294,42.088056,-82.6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4372243995518,0,0,0
"38",297,55.333333,-63.2,35.4235552859093,42.9967792674706,55.0295857988166,56.6885797278704,63.5961849456042,56.7110868015845,66.6259860624713,59.447983014862,66.4710165802445,42.7222821967522,25.3252475591939,10.9439714680166,6.67360021823638,10.7209737827715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",298,30.36,-97.126111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
"40",299,44.296475,-93.73571,0.293967235699583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",300,47.457778,-69.452778,7.6575600010467,0,4.75247524752475,4.79573712255773,0,3.18257956448911,0.917431192660551,0,3.76266280752533,0,2.97176820208024,2.17785843920145,2.95489891135303,3.6319612590799,5.38122080050515,3.61702127659574,3.91332681655262,3.98230088495575,7.08812260536398,0,0,0,0,0,0,0,0,0,0,0
"42",301,55.25,-67.4,0,0,0,41.7307960164357,53.7564543641081,45.7573020879028,43.9179154361984,38.4788695385858,37.7445735321458,30.0537940373059,28.7697611048553,13.1887565926654,6.53629352272034,8.45110231769361,22.0625335480408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",302,45.566667,-70.675,15.1178585680327,10.4855380235416,6.37338734539581,2.97166329707006,3.40655593002728,2.95038448992123,1.58066739492301,2.26477678960864,2.22662991677844,1.68242181721923,2.2680412371134,1.33587786259542,1.94552529182879,2.23300970873786,2.73915941819467,5.17879161528977,5.96502108657901,7.98266824283277,5.28763082543444,9.02961094635892,15.712434969579,18.3062572057436,18.1451612903226,0,0,0,0,0,0,0
"44",303,43.916667,-74.683333,22.5871236186113,9.49021498464396,4.43521594684385,1.35746606334842,1.46599090564608,0.495049504950495,1.127226002226,1.32644049285219,0.101689502091917,0.360597074430331,0.242718446601942,0.753191713390718,0.0727802037845706,1.16199822803789,1.16402116402116,0.323525725386977,1.56263498920086,5.24163122513376,5.58762635488978,23.4016658850852,39.1895560523794,27.6923076923077,0,0,0,0,0,0,0,0
"45",304,54.355833,-70.357778,22.4789915966387,31.2962962962963,23.7254901960784,23.4009360374415,24.7739602169982,25.8824988153142,18.7604690117253,20.8742578755267,21.0628160970993,14.8401826484018,10.8974358974359,9.14399855775548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",305,43.22,-81.73,0,0,0.200803212851406,0.228310502283105,0.210302641303925,0,0.0974658869395711,0,0,0.187617260787992,0.72463768115942,0,0,0,0,0,0,0,0,0,0,48.5436893203884,0,0,0,0,0,0,0,0
"47",306,45.783333,-89.483333,1.15041099706383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",307,44.95769,-93.545105,0.533289328579498,0.0998003992015968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",308,40.680556,-82.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216450216450216,0,0,0.242130750605327,0,0.487390367515402,8.80515683147262,17.1657130159436,39.7551546391753,50.761421319797,55.46875,0,0,0,0,0,0
"50",309,38.154722,-79.616389,0,0,0.460829493087558,0.21978021978022,0,0.284900284900285,0.526315789473684,0,0,0.202429149797571,0,0,0,0,0,0,0,0,0,0,2.53353204172876,0,0.227790432801822,7.47663551401869,6.14406779661017,11.4982578397213,4.22322775263952,0,10.0961538461538,10.3215363012274
"51",314,40.797222,-82.933333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234192037470726,1.16279069767442,6.96209587513935,21.5999035375404,11.219512195122,14.9734161808981,20.2236794464336,20.5056179775281,46.5502857381221,56.3409090909091,51.9736842105263,54.3309760992727,0
"52",317,42.604167,-73.566667,0,0.605702032709085,0.449101796407186,0.253164556962025,0,0.215086974816247,0.238743602986056,0.261400313169079,0.253807106598985,0.0965250965250965,0.224965822049928,0.159744408945687,0.099403578528827,0.217130164774144,0.291970802919708,0.85394185529365,0.153139356814701,0.459382994441595,0,0,0,0,0,0,0,0,0,0,0,0
"53",318,47.924167,-91.994722,6.14756532788894,4.31662664957014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",319,46.279167,-70.595833,13.0758674310552,11.2101910828025,7.29813664596273,6.25,3.06483469943819,3.4816247582205,3.93162393162393,3.57142857142857,6.19307832422587,2.85025637802281,1.1686143572621,1.93452380952381,3.44827586206897,2.57289879931389,5.51988237155327,8.29831932773109,3.99239543726236,10.3717636947388,13.9204594843622,5.29443735795481,9.52370785851575,0,0,7.46608913712527,10.3448275862069,0,0,0,0,0
"55",321,33.5,-86.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993833762323453,0.0426257459505541,0,0.0248385494287134,0.0346260387811634,0,0,0,0,0,0
"56",322,45.961111,-73.868056,6.54068793790969,2.1689497716895,2.2673031026253,1.54929577464789,1.20481927710843,0.822368421052632,1.06761565836299,0.61147102526003,1.05105105105105,0.886880856760375,0.938477580813347,0.774974899598393,0.274538891868978,0.682310445474596,0.760391869620949,0.810943737203903,0.632549758763351,1.07801548685514,3.42585684804368,6.98070753876314,0,0,0,0,0,0,0,0,0,0
"57",324,30.266667,-85.016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709219858156028,0.280504908835905,2.07959488189744,0.538599640933573,0.164473684210526,0
"58",325,46.666667,-88.016667,3.37005147276794,2.79679439359386,3.05886786982677,1.02624435984208,1.98882889185231,0.50477794291333,0.198150594451783,0.318471337579618,0.397580509575557,0.63501161753919,0.413793103448276,0,0.198412698412698,0,0.562429696287964,2.09378706322416,7.09219858156028,5.22243713733075,6.90423162583519,7.08154506437768,15.4973845543518,0,0,0,0,0,0,0,0,0
"59",326,45.986111,-89.375,1.52997042114182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",327,44.70722,-93.497645,0.451905679230993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",330,47.639722,-71.235833,0,0,0,0,27.6887871853547,30.6243688563357,18.5483870967742,11.623232348031,0,16.2195576540755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",331,41.7,-71.783333,0.53692169889463,0.177266577986595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",332,48.197778,-64.94,9.08483279579019,6.3943161634103,0.91324200913242,5.45454545454545,4.56529890285453,3.9039039039039,5.70550307392413,3.99543378995434,2.52454417952314,2.83975659229209,5.58891910155747,6.10299531134963,1.83908045977011,5.482351568524,4.33168316831683,3.45293679104743,3.09211610442807,17.4760326080988,5.85339168490153,62.4742268041237,0,0,0,0,0,0,0,0,0,0
"64",333,44.93672,-68.77344,12.3543123543124,2.06185567010309,0,3.14569536423841,2.96296296296296,0,2.23325062034739,3.63914832841599,0,1.54738878143133,1.6,0,1.01986586640941,2.12765957446809,0,2.68620268620269,3.49819059107358,0,8.12772133526851,22.4550898203593,0,0,0,0,0,0,0,0,0,0
"65",334,55.666667,-63.25,54.9138126257177,69.1463059918557,68.8326710816777,65.3429076299865,55.8544034393224,65.2057299603779,57.6999194955052,54.9050740840195,54.0601265763754,38.2582005337978,8.87533216669907,3.50744766505636,1.21412803532009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",337,40.216667,-84.680556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59245739242202,2.2537922444608,11.0206034099839,17.8060026164585,26.3640884571224,17.6069112857979,22.613076718574
"67",338,46.613889,-72.998611,7.29281767955801,7.89473684210526,7.6056338028169,2.60869565217391,0,2.97183620529924,1.58796722951698,1.21581690378181,1.0662177328844,1.17833780611359,0.856369227204996,2.01647948529827,2.30846073913593,2.56430956160035,3.58812000603045,3.61726469964777,2.6765885808439,9.38253308253308,2.44476786796834,8.17307692307692,0,0,0,0,0,0,0,0,0,0
"68",344,45.411111,-93.197222,0.0818330605564648,0,0,0.539568345323741,0,0,0,0.386100386100386,0.159744408945687,0.265431822397329,0.120772946859903,0.0615006150061501,0,0.16025641025641,1.73366892643028,2.38306866457171,1.03222251022205,1.9483701663262,0.217905818713694,0.599097381133994,13.9774594598807,39.4123427494259,60.5558791711742,0,0,0,0,0,0,0
"69",353,45.651389,-60.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91074481074481,6.01521765931297,2.62877184342311,4.27412604261649,3.98821223840705,4.76277218639172,5.5045871559633,1.49895178197065,1.20845921450151,2.57142857142857,6.04494933079866,0
"70",358,38.466667,-98.666667,0,0,0,0,0,0,0,0,0,0,0,0.119904076738609,0,0,0,0,0,0,0,0,0,0.25974025974026,0,0,0,0,0,0,0,0
"71",360,43.123889,-83.241111,0,0.819479836589411,1.14251565282873,0.123762376237624,0,0,0,0,0,0,0,0,0,1.64685830108716,0,0.815502252681008,3.59302033042376,5.5931350792806,17.249039801418,60.0505491313903,20.3389830508475,0,0,0,0,0,0,0,0,0
"72",361,54.799444,-76.145556,37.3485529638318,33.4600760456274,46.2514417531719,33.6690647482014,37.8920324193019,38.5185185185185,26.8686868686869,44.7706422018349,34.2715231788079,39.8843693619813,31.25,17.0506912442396,13.75,10.0990099009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",362,53.090833,-76.339167,31.0639676257077,28.1134401972873,32.1907600596125,27.7661795407098,34.4444444444444,30.4609218436874,30.0421637427747,25.9259259259259,17.9936305732484,18.2669789227166,22.2405271828666,17.3723096982318,19.4808082492565,14.3625747891778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",364,40.675865,-88.324435,0,0.328947368421053,0,0,0,0,0,0,0,0.161661813240148,0,0,0,0.147058823529412,0.201409869083585,0.287496189741449,0.0506585612968592,0.151057401812689,0.253807106598985,0.73504217722593,0,1.63238396624473,8.11612168319486,0,6.11111111111111,8.47953216374269,7.3490813648294,34.8082595870207,0,67.3125596943649
"75",371,47.172305,-94.938965,0.760485268669928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",478,43.12507,-93.42973,0.146379044684129,0.277008310249307,0.289256198347107,0.0968992248062016,0.171821305841924,0.317842684599686,0.63860981849895,0.183654729109275,0,0.691783737760749,0.589970501474926,0.277027441831911,0.294985250737463,0.479268356472496,1.20692130680606,0.729779698974012,1.26674170867388,0.898203592814371,0,1.12994350282486,19.8979591836735,2.87769784172662,8.18414322250639,43.9411981907136,43.0493273542601,39.8496240601504,40.8163265306122,0,0,0
"77",479,41.638535,-86.544595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131578947368421,0.214592274678112,0.980114092451275,0.433637596919818,0.723197783240685,11.3071578458867,17.2234195402299,23.0769230769231,25.4601226993865,28.125,47.6987447698745,55.2521008403361,65.3627212773343,0,65.1821862348178
"78",480,33.798895,-78.95336,0.025,0,0,0,0,0.0918273645546373,0,0,0.0636132315521628,0.0381825124093165,0.026525198938992,0,0,0,0,0,0,0,0.0523560209424084,0.0241080038572806,0.229885057471264,0.174520069808028,0.18450184501845,0.116279069767442,0,0.152348780426994,0.0199481348493916,0.0310763334582691,0.0353591190497629,0.167648041699194
"79",482,43.748575,-74.016955,11.6631870164437,8.82250589745945,4.8991277886219,3.44682923935577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",484,53.9,-66.766667,40.2088772845953,35.0877192982456,45.73055028463,46.2925851703407,44.1112379835826,47.979797979798,40,48.5684715385586,44.2298000269048,36.3410925322047,15.6875659735434,5.36013400335008,5.60907039308437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",485,42.02,-93.27,0.617650471257072,0.742115027829314,0,0.15282155377503,0.0730994152046784,0,0.101708327514779,0.289381212770355,0.164115533076002,0.298889837745517,0.335758254057079,0.200378939045268,1.05983833100538,2.84870215329972,3.56336372159676,4.74517309520667,2.45449216521695,0,13.5883905013193,18.6082794927016,31.731406116652,46.6414264777724,55.2675243626097,43.7325905292479,62.1288203026102,39.5689769414259,43.0686406460296,46.8193384223919,0,0
"82",488,49.69,-57.71,10.8983855767767,13.2471728594507,0,11.6923076923077,8.08580858085809,0,13.3689839572193,9.81387478849408,0,11.3718411552347,0,8.59030837004405,10.7061503416856,0,9.09090909090909,9.9009900990099,10.3671706263499,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",489,50.034167,-56.196389,32.345093033349,33.2624239720094,33.4372979743401,26.0497129963766,27.7296302721453,27.572377484761,28.0750864018772,25.0385159281433,18.6729979641471,18.5708703978654,17.8574152820012,17.8303799869582,14.5903024850393,10.6888361045131,17.7829099307159,18.1370815652994,10.2773680760406,17.7001139070105,12.2615633465441,6.45191095265012,3.83209308478189,1.3207988675236,2.1984172939587,1.04166666666667,1.11111111111111,2.77777777777778,2.5,0,0,0
"84",491,46.283333,-67.883333,11.7528149634858,4.85080594906504,3.09283079549141,2.37364768731918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",496,48.966944,-65.95,15.0278584472938,14.0924464487035,13.7731481481481,7.76173285198556,10.6325706594886,9.65309200603318,10.7638888888889,13.1642512077295,7.46460746460746,6.92913385826772,11.791730474732,4.52418096723869,9.52380952380952,4.89864864864865,7.58483033932136,5.21327014218009,6.02636534839925,7.31261425959781,5.60047442213707,14.3165262614209,0,0,0,0,0,0,0,0,0,0
"86",498,45.960833,-73.341944,0,3.56394129979036,0,10.4201680672269,8.18965517241379,0,9.22131147540984,12.739965095986,4.76946634151874,2.14052464754105,3.39631778606977,1.31757731422896,0.239594945200209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",500,44.835435,-99.90806,0.127500165304699,0.353513035793195,0.17472335468841,0,0.110291402026326,0.134589502018843,0,0.136798905608755,0,0,0.320256204963971,0,0.953288846520496,0,0,0.416088765603329,0,0.2008034550982,0.885772101978977,0.863813153138996,1.91876139477877,1.68002668059104,2.73790566787705,5.04401222337528,10.2407081220051,8.75441609266776,29.9933157184912,8.207343412527,0,0
"88",502,45.76101,-96.01988,0.579608327566447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",503,44.1,-78.1,0.851393695047074,0.795568155239245,0.627240288803936,0.630322296131764,0.548474264621429,0.576203372926312,0.595916506561594,0.670798626748283,0.386482449589246,0.472362744204418,0.245098039215686,0,0,0,0.478468899521531,0,0.48780487804878,0.242718446601942,0.782890684713967,7.76379939772931,0,31.0344827586207,0,60.8910891089109,32.252441845383,24.6489345751931,20.6896551724138,0,0,0
"90",505,38.2,-80.283333,5.9071171919728,8.28220858895705,6.158357771261,5.63005769691607,7.95107033639144,5.36082474226804,5.53320762623088,5.44412607449857,3.32939748621022,1.60351652871318,0.688468158347676,0.905797101449275,0,0.326797385620915,0.86848635235732,0,0.654664484451719,1.09223300970874,4.27807486631016,0,6.60377358490566,7.01754385964912,0,0,27.859637280338,0,31.7307692307692,39.6666666666667,0,15.2823920265781
"91",506,49.183333,-81.266667,34.7321586515158,35.3038256701173,41.7037029693106,43.4617769083139,41.9198859981071,27.8787181929147,36.0721371882086,30.2148843105838,28.7494986347415,24.3760246165293,16.9820087863075,14.5954721727164,18.8888888888889,15.0035385704176,16.7079207920792,16.8482207697894,19.0649484536082,22.0468562617783,11.8251928020566,10.4633289415898,8.69269619269619,3.38175912921348,5.04807692307692,12.0652452821386,14.1779788838612,0,0,0,0,0
"92",507,43.5,-79.83,0.133949898895819,0.109298399707656,0.073602125843559,0.0702432771038923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",508,47.182465,-95.73495,1.36526580954392,2.25140712945591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",509,43.6,-79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55710929264988,8.16021363057697,25.8322876011199,70.5882352941177,66.4534447658845,44.087747776147,32.6924788607032,32.9725143581711,16.5714285714286,22.3846960167715,0,0
"95",510,39.966667,-77.55,0.100704934541793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45398773006135,1.62866449511401,2.51889168765743,3.90879478827362,4.31893687707641,0,11.0530685457257,19.7314253832827,28.4528251200026,40.0647847364446,37.8824568733916,37.8751672616971,35.3972317408764
"96",511,52.116667,-90.083333,42.0711974110032,0,0,0,0,0,0,0,0,0,0,0,14.4455009327163,14.5620446191165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
